Food group,Food name,Quantity,Is fortified with,ENERCJ (kJ),ENERCC (kcal),WATER (g),PROT (g),PROTPL (g),PROTAN (g),NT (g),TRP (mg),FAT (g),FACID (g),FASAT (g),FAMSCIS (g),FAPU (g),FAPUN3 (g),FAPUN6 (g),FATRS (g),CHO (g),SUGAR (g),STARCH (g),POLYL (g),FIBT (g),ALC (g),OA (g),ASH (g),CHORL (mg),NA (mg),K (mg),CA (mg),P (mg),MG (mg),FE (mg),HAEM (mg),NHAEM (mg),CU (mg),SE (µg),ZN (mg),ID (µg),VITA_RAE (µg),VITA_RE (µg),RETOL (µg),CARTBTOT (µg),CARTA (µg),LUTN (µg),ZEA (µg),CRYPXB (µg),LYCPN (µg),VITD (µg),CHOCALOH (µg),CHOCAL (µg),ERGCAL (µg),VITE (mg),TOCPHA (mg),TOCPHB (mg),TOCPHD (mg),TOCPHG (mg),VITK (µg),VITK1 (µg),VITK2 (µg),THIA (mg),RIBF (mg),VITB6 (mg),VITB12 (µg),NIAEQ (mg),NIA (mg),FOL (µg),FOLFD (µg),FOLAC (µg),VITC (mg),F4:0 (g),F6:0 (g),F8:0 (g),F10:0 (g),F11:0 (g),F12:0 (g),F13:0 (g),F14:0 (g),F15:0 (g),F16:0 (g),F17:0 (g),F18:0 (g),F19:0 (g),F20:0 (g),F21:0 (g),F22:0 (g),F23:0 (g),F24:0 (g),F25:0 (g),F26:0 (g),FASATXR (g),F10:1CIS (g),F12:1CIS (g),F14:1CIS (g),F16:1CIS (g),F18:1CIS (g),F20:1CIS (g),F22:1CIS (g),F24:1CIS (g),FAMSCXR (g),F18:2CN6 (g),F18:2CN9 (g),F18:2CT (g),F18:2TC (g),F18:2R (g),F18:3CN3 (g),F18:3CN6 (g),F18:4CN3 (g),F20:2CN6 (g),F20:3CN9 (g),F20:3CN6 (g),F20:3CN3 (g),F20:4CN6 (g),F20:4CN3 (g),F20:5CN3 (g),F21:5CN3 (g),F22:2CN6 (g),F22:2CN3 (g),F22:3CN3 (g),F22:4CN6 (g),F22:5CN6 (g),F22:5CN3 (g),F22:6CN3 (g),F24:2CN6 (g),FAPUXR (g),F10:1TRS (g),F12:1TRS (g),F14:1TRS (g),F16:1TRS (g),F18:1TRS (g),F18:2TTN6 (g),F18:3TTTN3 (g),F20:1TRS (g),F20:2TT (g),F22:1TRS (g),F24:1TRS (g),FAMSTXR (g),FAUN (g)
Alcoholic beverages,Gin Dutch red currant flavoured,per 100g,,770,184,65,0,0,0,,,0,0,0,0,0,0,0,0,18,18,0,0,0,16,,,0,0,57,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Non-alcoholic beverages,Fruit juice drink blackcurrant,per 100g,,258,61,84,0,0,0,,,0,0,0,0,0,0,0,0,15,15,0,0,0.4,0,,,0,5,125,20,12,6,0,0,0,0,0,0.3,,0,0,0,,,,,,,0,0,0,0,0.8,,,,,,,,0,0,0,0,,0,6,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Non-alcoholic beverages,Juice redcurrant,per 100g,,178,42,90,0.2,0.2,0,,,0,0,0,0,0,0,0,0,10,10,0,0,0.6,0,,,0,0,200,12,12,13,1,0,1,,,,,2,4,0,24,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0.06,0,,0,6,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alcoholic beverages,Beer old brown,per 100g,,162,38,93.4,0.5,0.5,0,,,0,0,0,0,0,0,0,0,5.5,3.6,1.9,0,0.2,2,,,0,3,18,2,12,4,0.1,0,0.1,0.01,0,0,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0.03,0.055,0,,1,8.8,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alcoholic beverages,Beer pilsner,per 100g,,185,44,92,0.4,0.4,0,,5,0,0,0,0,0,0,0,0,3,0,2.8,0.2,0.3,4.3,0,0.2,0,3,54,3,28,8,0,0,0,0.01,0,0.03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.03,0.055,0.03,1,1,8.8,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alcoholic beverages,Brandy,per 100g,,957,231,65,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,33,,,0,2,0,0,0,0,0,0,0,0.16,0,0.2,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alcoholic beverages,Campari,per 100g,,750,180,70,0,0,0,,,0,0,0,0,0,0,0,0,10,10,0,0,0,20,,,0,0,0,0,0,,0,0,0,,,,,0,0,0,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alcoholic beverages,Gin Dutch lemon flavoured,per 100g,,747,180,73,0,0,0,,,0,0,0,0,0,0,0,0,3,3,0,0,0,24,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alcoholic beverages,Cognac,per 100g,,928,224,68,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,32,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Non-alcoholic beverages,Soft drink w sugar w caffeine,per 100g,,176,41,90,0,0,0,,,0,0,0,0,0,0,0,0,10.4,10.4,0,0,0,0,,,0,1,0,5,16,0,0,0,0,0.01,0,0,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Non-alcoholic beverages,Juice grape,per 100g,,277,65,81,0.2,0.2,0,,,0,0,0,0,0,0,0,0,15.9,15.9,0,0,0.2,0,,,0,2,137,13,13,8,0.6,0,0.6,0.03,1,0.1,,0,0,0,3,,,,,,0,0,0,0,0.4,0.4,,,,1,,,0.04,0.02,0.03,0,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Non-alcoholic beverages,Fruit juice drink raspberry,per 100g,,241,57,85,0,0,0,,,0,0,0,0,0,0,0,0,14,14,0,0,0.4,0,,,0,2,70,9,5,,0,0,0,,,,,0,0,0,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Non-alcoholic beverages,Soft drink m sugar wo caffeine,per 100g,,156,37,89.9,0,0,0,,,0,0,0,0,0,0,0,0,9.2,9.2,0,0,0,0,,,0,3,1,2,0,0,0,0,0,0,0,0,,1,2,0,10,0,10,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alcoholic beverages,Gin young Dutch,per 100g,,812,196,72,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,28,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alcoholic beverages,Gin old Dutch,per 100g,,829,200,71,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,28,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alcoholic beverages,Liqueur 15-25 vol% alcohol,per 100g,,1015,242,53,0,0,0,,,0,0,0,0,0,0,0,0,29,29,0,0,0,18,,,0,0,0,0,0,0,0,0,0,0.02,,0,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alcoholic beverages,Muscatel,per 100g,,676,162,71,0,0,0,,,0,0,0,0,0,0,0,0,13.7,13.7,0,0,0,15.3,,,0,0,0,0,0,,0,0,0,,,,,0,0,0,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alcoholic beverages,Port wine,per 100g,,650,156,72.2,0,0,0,,,0,0,0,0,0,0,0,0,13,13,0,0,0,14.8,,,0,4,97,4,12,11,0.4,0,0.4,0.1,0,0.21,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0.01,0.01,0,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alcoholic beverages,Rum,per 100g,,969,234,66.6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4,,,0,0,0,0,0,0,0,0,0,0.07,0,0.02,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alcoholic beverages,Sherry,per 100g,,460,111,82.8,0,0,0,,,0,0,0,0,0,0,0,0,3.2,3.2,0,0,0,14,,,0,27,64,8,7,8,0.5,0,0.5,0.02,0,0.04,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0.01,0.02,0,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Non-alcoholic beverages,Juice orange pasteurized,per 100g,,193,45,89,0.6,0.6,0,,2,0.1,0.1,0,0,0,0,0,0,9.5,9.1,0.4,0,0.3,0,1.2,0.3,0,1,172,12,19,12,0.1,0,0.1,0.03,0,0.08,1.1,2,4,0,7,3,25,36,33,0,0,0,0,0,0.2,0.2,0,0,0,0.1,0.1,,0.07,0.02,0.055,0,0.3,0.2,23,23,0,31,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Non-alcoholic beverages,Tomato juice,per 100g,,68,16,94.7,0.7,0.7,0,,,0,0,0,0,0,0,0,0,3.2,3.2,0,0,0.4,0,,,0,360,212,13,17,10,0.3,0,0.3,0.06,0,0.12,,22,45,0,269,0,60,,,10770,0,0,0,0,1.8,1.7,0.1,0,0.6,2.3,2.3,,0.05,0.02,0.08,0,,0.5,13,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcoholic beverages,Vermouth,per 100g,,629,150,71.5,0,0,0,,,0,0,0,0,0,0,0,0,16.5,16.5,0,0,0,12,,,0,28,18,6,7,6,0.4,0,0.4,0.01,0,0.03,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alcoholic beverages,Brandy Dutch vieux,per 100g,,829,200,71,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,28,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Non-alcoholic beverages,Juice drink w sugar,per 100g,,175,41,88.6,0,0,0,,,0,0,0,0,0,0,0,0,10.3,10.3,0,0,0,0,,,0,1,14,5,2,1,0,0,0,0,0,0,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alcoholic beverages,Whisky,per 100g,,1015,245,65,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,,0,0,3,2,0,0,0,0,0,0.02,0,0.01,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alcoholic beverages,Wine red,per 100g,,341,82,88.4,0,0,0,,,0,0,0,0,0,0,0,0,3,3,0,0,0,10,,,0,7,70,8,12,10,0.6,0,0.6,0.02,0,0.05,7.4,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0.02,0.03,0,,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alcoholic beverages,Wine white dry,per 100g,,276,67,86.1,0.1,0.1,0,0,,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,9.1,,,0,4,86,12,8,8,0.6,0,0.6,0.01,0,0.04,3.4,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0.01,0.02,0,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Non-alcoholic beverages,Softdrink w milk serum and sweetener Rivella,per 100g,,17,4,99,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,0,10,39,18,8,3,0.2,0,0.2,,,,,1,1,1,0,,,,,,0,0,0,0,,,,,,,,,0.01,0,0.01,0.05,,0.3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
"Sugar, sweets and sweet sauces",Syrup apple,per 100g,,1188,280,26,1.8,1.8,0,0.3,,0,0,0,0,0,0,0,0,65.9,58,7.9,0,4.6,0,,1.7,0,48,599,24,86,82,13.2,0,13.2,0.14,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.6,0.6,,0.03,0.1,0.088,0,,0.5,7.4,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Savoury sauces,Sauce barbecue,per 100g,,402,95,75.9,0.9,0.9,0,,,0.1,0,0,0,0,0,0,0,22.2,17.6,4.6,0,1,0,,,0,655,208,13,31,19,0.9,0,0.9,,,,,28,55,0,330,0,105,,,13565,0,0,0,0,,,,,,1.8,1.8,,,0.09,,0,,,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Herbs and spices,Stock cube,per 100g,,1139,273,3,8.1,7.5,0.6,,,17.2,16.5,3.3,7.6,5.6,0.6,5,0,21.2,7.1,14.1,0,0.5,0,,,0,19687,490,40,240,32,1.2,0,1.2,0.7,,0.8,,,,,,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,0,0,0,0,0,0,0.01,0,0.04,0,2.57,0.01,0.55,0,0.06,0,0.05,0,0.02,0,0,0,0,0,0,0.05,7.46,0.07,0,0,0,4.99,0,0,0,0,0.56,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,
Miscellaneous foods,Cocoa powder,per 100g,,1567,379,15.4,18.5,18.5,0,,,21.7,20.8,12.9,7.3,0.6,0,0.6,0,10.5,0,10.5,0,34,0,,,0,100,1500,150,600,525,10.5,0,10.5,3.9,1,7,2.8,0,0,0,,,,,,,0,0,0,0,0.7,,,,,,,,0.04,0.12,0.05,0,,2,38,38,0,0,0,0,0,0,,0,,0,0,5.5,0,7.23,,0.19,,0,,0,,,,,,0,0,7.29,0,0,,0,0.63,,,,,0,,0,0,,,,,,0,,,,0,0,,,0,,0,,,,,0,,,,,,,,
"Sugar, sweets and sweet sauces",Chocolate milk,per 100g,,2286,548,1.4,7,3.9,3.1,,79,34.1,32.7,21.2,10.4,1,0,1,0.1,52,49,3,0,2.8,0,,1.7,18,70,404,162,205,50,3.2,0,3.2,0.23,5,1.1,20,60,63,57,30,5,14,3,2,0,0,0,0,0,1.2,0.6,0,0.2,5.9,2.3,2.3,,0.09,0.35,0.041,0.58,1.8,0.5,13.3,13.3,0,1,0.21,0.15,0.09,0.15,,0.18,,0.62,0.07,8.77,0.1,10.57,,0.3,,,,,,,,,,0.05,0.15,10.21,0,,,,1.01,,,,,0,,,,,,,,,0,,,,,,,,0,,0,,,0,0,0,0,0.1,,,,,,0
"Sugar, sweets and sweet sauces",Chocolate dark,per 100g,,2209,531,1.2,6.5,6.5,0,,70,33.7,32.4,20.5,10.7,1.1,0.1,1,0,46.7,41.7,5,0,7.2,0,,1.7,3,10,400,50,150,89,3.2,0,3.2,1.1,4,1.3,2.5,9,12,6,30,8,16,3,0,0,0,0,0,0,1.3,0.6,0,0.3,7,2.3,2.3,,0.07,0.09,0.018,0.29,2,0.8,15,15,0,1,0,0,0,0,0,0,0,0.07,0,8.25,0.07,11.65,0,0.32,,0.07,0,0.03,,,,,0,0,0.07,10.62,0.03,0,0,0,1,,,,,0.07,0,0,0,,,,0,0,0,0,,,,,,,0,,0,,,,,0,0,,,,,,,0.03
"Sugar, sweets and sweet sauces",Chocolate flakes milk,per 100g,,1910,454,1.1,5.8,5,0.8,,,15,14.4,9.3,4.6,0.4,0,0.4,0,72,70,2,0,3.5,0,0.3,0.6,0,49,347,110,158,64,4.4,0,4.4,0.56,5,0.31,17,34,35,32,17,3,33,5,0,0,0,0,0,0,1.2,0.6,0,0.2,5.9,,,,0.06,0.24,0.05,0.58,,0.1,13.3,13.3,0,0,0.09,0.07,0.04,0.07,0,0.08,0,0.27,0.03,3.86,0.05,4.65,0,0.13,0,0,0,0,0,0,0,0,0,0.02,0.06,4.49,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Sugar, sweets and sweet sauces",Chocolate butter,per 100g,"CHOCAL, RETOL, VITA_RAE, VITA_RE, VITD",2149,515,10.2,1.6,1,0.6,,,32.2,30.9,9.6,10.5,10.6,0,10.6,0,53.6,32.4,21.2,0,2.4,0,0,,0,200,110,13,45,39,0.9,0,0.9,0.3,0,0.53,0.3,200,200,200,0,0,0,0,0,0,1,0,1,,12.1,11.6,0,1,4.5,2.1,2.1,0,0,0.01,0.004,0,,0.1,2.7,2.7,0,0,0,0,0,0,0,0.03,0,0.15,0.01,7.47,0.01,1.68,0,0.1,0,0.12,0,0.05,0,0,0,0,0,0,0.04,10.42,0.05,0,0,0,10.58,0,0,0,,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
"Sugar, sweets and sweet sauces",Chocolate flakes dark,per 100g,,1865,444,0.8,5.2,5.2,0,,,15.5,14.9,9.4,4.9,0.5,0,0.5,0,67,64,3,0,7,0,0.7,1.6,0,25,638,34,170,109,7.9,0,7.9,0.98,4,0.66,2.5,24,25,23,11,4,25,3,1,0,0,0,0,0,0.8,0.4,0,0.2,3.7,,,,0.06,0.09,0.03,0.29,,0.2,15,15,0,0,0,0,0,0,0,0,0,0.03,0,3.79,0.03,5.36,0,0.15,0,0.03,0,0.02,0,0,0,0,0,0,0.03,4.87,0.02,0,0,0,0.46,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
"Sugar, sweets and sweet sauces",Spread chocolate hazelnut,per 100g,,2344,562,1.5,5.7,2.9,2.9,,64,35.3,33.9,9.2,19,5.7,0,4.8,0,53.9,50.2,3.7,0,2.9,0,,1.2,3,53,465,116,193,74,4.5,0,4.5,0.42,3,1.3,2.5,0,0,0,2,0,9,5,0,0,0,0,0,0,9.8,8.8,2.2,0.2,1,,,,0.04,0.15,0.045,0,1.5,0.4,14.7,14.7,0,1,0,0,0,0,,0,,0.19,0,7.6,0,1.28,,0.14,,0,,0,,,,,,0,0.08,18.78,0.18,0,,,4.82,0,0,0,,0,,,0,,,,0,,0,,,,,,,,0,,0.86,,,0,0,0,0,0,,,,,,0
Savoury sauces,Sauce cocktail/party/table 25% oil,per 100g,,1212,293,59.3,0.7,0,0.7,,,26.1,25,4,5.6,15.3,1.8,13.5,0.1,13.7,11,2.7,0,0.2,0,,,33,497,103,8,17,2,0.2,0,0.2,0.01,2,0.11,,23,39,7,192,,,,,,0.1,,,0,8.2,,,,,,,,0.01,0.01,0.004,0.07,,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,2.68,0.02,1.08,0,0.08,0,0.08,0,0.02,0,0,0,0,0,0,0.02,5.52,0.05,0,0,0,13.44,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.08,0,0,0,0,0.1
Cereals and cereal products,Gelatin,per 100g,,1496,352,10.7,88,0,88,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.3,0,50,10,0,0,11,0,0,0,,,,6,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
